holder_id,nome,tipo,depositadas,concedidas,A_depositadas,A_concedidas,B_depositadas,B_concedidas,C_depositadas,C_concedidas,D_depositadas,D_concedidas,E_depositadas,E_concedidas,F_depositadas,F_concedidas,G_depositadas,G_concedidas,H_depositadas,H_concedidas,num_colaboradores,is_foreign,cluster
202,TECNOSERVICE TECNOLOGIA EM SERVIÇOS LTDA,Company,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,RAUTE OYJ,Company,7,4,0,0,6,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
241,DURATEX SA,Company,76,56,12,10,10,8,1,1,0,0,28,17,36,27,4,2,2,1,5,0,1
253,SCHNEIDER ELECTRIC INDUSTRIES SAS,Company,153,132,0,0,4,2,0,0,0,0,0,0,1,1,35,31,111,103,2,1,1
262,MIKUNI CORPORATION,Institution,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1
271,HONEYWELL INTERNATIONAL INC,Company,120,50,3,1,16,11,32,19,11,10,1,0,15,8,18,10,5,3,75,1,1
272,SONY COMPUTER ENTERTAINMENT INC,Company,32,25,4,4,0,0,0,0,0,0,0,0,0,0,17,16,10,9,7,1,1
288,LOHR SISTEMAS ELETRÔNICOS LTDA,Company,13,9,1,1,3,3,0,0,0,0,1,1,0,0,7,7,1,1,1,0,1
290,SHENZHEN HIGHWIND BIOLOGICAL TECHNOLOGY CO LTD,Company,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
297,KROHNE AG,Company,11,9,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,1,1
300,MITSUBISHI AIRCRAFT CORPORATION,Company,12,12,0,0,10,10,1,1,0,0,0,0,2,2,4,4,0,0,0,1,1
308,MIDAS WEI TRADING CO LTD,Company,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1
309,CHAMPION ELITE COMPANY LIMITED,Company,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1
319,WERK BIBERACH GMBH,Company,34,17,0,0,27,14,0,0,1,1,7,3,2,2,10,2,1,0,7,1,1
325,OLLIN BESLOTEN VENNOOTSCHAP MET BEPERKTE AANSPRAKELIJKHEID,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
330,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,Institution,169,59,42,18,33,17,78,36,3,0,1,1,3,0,32,8,8,3,43,0,1
333,ESPUMAS INDÚSTRIA E COMÉRCIO LTDA,Company,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,ATIVA COFRES LTDA,Company,4,3,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,5,0,1
335,GAMESA INNOVATION TECHNOLOGY SL,Company,41,31,0,0,6,6,1,1,0,0,2,1,28,24,2,1,6,4,12,1,1
337,THOMAS BETTS INTERNATIONAL INC,Company,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,1
338,HYDRIL USA MANUFACTURING LLC,Company,30,29,0,0,2,2,0,0,0,0,25,25,1,1,5,5,1,1,1,1,1
346,SOREMARTEC SA,Company,33,23,16,10,14,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
349,DEPUY SYNTHES PRODUCTS LLC,Company,30,9,9,5,0,0,2,2,0,0,0,0,0,0,1,1,0,0,3,1,1
351,FUNDAÇÃO UNIVERSIDADE CAXIAS DO SUL,Institution,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA,Company,3,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
356,VETCO GRAY INC,Company,123,108,0,0,7,7,0,0,0,0,87,86,24,24,2,2,2,2,9,1,1
359,TENARIS CONNECTIONS BV,Company,28,23,0,0,3,3,5,5,0,0,13,9,17,16,2,2,0,0,5,1,1
362,HENSOLDT SENSORS GMBH,Institution,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
365,TROX DO BRASIL DIFUSÃO DE AR ACÚSTICA FILTRAGEM VENTILAÇÃO LTDA,Company,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
372,KNAUF GIPS KG,Company,17,13,0,0,5,4,4,3,0,0,7,5,1,1,0,0,0,0,0,1,1
374,TI GROUP AUTOMOTIVE SYSTEMS LLC,Company,15,12,0,0,2,2,0,0,0,0,0,0,8,8,1,1,1,1,4,1,1
378,DALMINE SPA,Company,5,4,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1
389,ALSTOM TRANSPORT TECHNOLOGIES,Company,147,114,0,0,109,90,1,1,1,1,8,6,5,5,26,17,23,20,21,1,1
403,BEKUM MASCHINENFABRIKEN GMBH,Company,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
408,VALMONT HIGHWAY TECHNOLOGY LIMITED,Company,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1
409,LINDE AG,Company,17,12,0,0,4,4,9,8,0,0,0,0,4,3,0,0,0,0,1,1,1
412,EQUIPESCA INDÚSTRIA E COMÉRCIO LTDA,Company,10,4,1,1,0,0,0,0,1,1,4,3,1,0,1,1,0,0,0,0,1
414,BIOVALE ENERGIA LOGÍSTICA,Company,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
433,SILICON VALLEY MICRO E CORPORATION,Company,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
436,ERBE ELEKTROMEDIZIN GMBH,Company,122,62,108,52,5,4,1,1,0,0,0,0,6,2,4,0,15,12,41,1,1
439,GE HERBAL BIOTECHNOLOGY CO LTD,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
444,S RIKO AUTOMOTIVE HOSE DO BRASIL LTDA,Company,4,3,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
451,MLS WIRELLES SA,Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
456,XEROX CORPORATION,Company,92,51,0,0,8,8,13,10,0,0,0,0,0,0,44,41,2,1,0,1,1
463,ABB SCHWEIZ AG,Company,238,186,1,1,31,25,3,3,2,2,3,3,7,4,48,40,151,134,44,1,1
470,COMPASS MINERALS AMÉRICA DO SUL INDÚSTRIA E COMÉRCIO SA,Company,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
474,UNIVERSIDADE FEDERAL DE OURO PRETO,Institution,156,45,50,12,20,7,48,24,0,0,2,1,1,1,31,8,4,1,39,0,1
476,TIGRE SA PARTICIPAÇÕES,Company,28,19,1,0,4,4,0,0,0,0,8,8,8,5,0,0,2,1,5,0,1
478,JOHHEINR BORNEMANN GMBH,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
480,WERK OBERKIRCH AG,Company,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
484,GUALA PACK SPA,Company,24,5,1,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
486,SIDERCA SAIC,Company,4,3,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,1,1
494,HUBBELL INCORPORATED,Company,36,35,0,0,0,0,0,0,0,0,3,3,8,8,1,1,25,25,0,1,1
496,CONTINENTAL AUTOMOTIVE GMBH,Company,120,86,2,2,16,11,0,0,0,0,1,1,64,53,28,22,22,16,28,1,1
498,STATS UK LIMITED,Company,4,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1
500,BLUEWATER ENERGY SERVICES BV,Company,17,16,0,0,13,12,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1
502,TECHNISCHE UNIVERSITÄT MÜNCHEN,Company,19,5,13,1,1,1,10,0,0,0,0,0,0,0,2,1,0,0,5,1,1
510,SUBSEA LIMITED,Company,72,49,0,0,26,18,0,0,0,0,12,9,35,25,2,2,4,1,0,1,1
514,HOMAG HOLZBEARBEITUGSSYSTEME GMBH,Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
515,HOMAG HOLZEARBEITUNGSSYSTEME GMBH,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
516,ROLLAX GMBH CO KG,Company,5,4,0,0,2,2,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1
517,VALKIRIA BARROS DA SILVA CAMILO DE OLIVEIRA,Company,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
518,CENTRO TECNOLÓGICO DO EXÉRCITO,Institution,18,9,3,0,8,5,8,5,2,2,0,0,3,3,1,0,2,1,10,0,1
528,RENAULT SAS,Institution,207,130,0,0,108,87,2,2,0,0,1,1,54,41,10,7,17,9,30,1,1
531,LSIS CO LTD,Institution,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,10,1,1
536,GRAMMER AG,Company,17,17,0,0,16,16,0,0,0,0,0,0,2,2,0,0,0,0,10,1,1
539,COMAU SPA,Company,41,30,1,0,32,25,2,2,0,0,0,0,2,0,11,9,6,3,0,1,1
543,NITE INTERNATIONAL NV,Company,36,29,0,0,8,7,9,8,0,0,0,0,4,4,29,26,0,0,1,1,1
548,CENTRO DE PESQUISA E DENVOLVIMENTO EM TELECOMUNICAÇÕES,Company,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
565,FOCKE CO GMBH CO KG,Company,31,18,0,0,23,17,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
568,COMISSÃO NACIONAL DE ENERGIA NUCLEAR CNEN,Institution,4,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,2,0,1
572,EMBRAER SA,Company,128,94,4,4,72,57,1,1,0,0,0,0,4,4,41,28,12,7,11,0,1
573,UNIVERSIDADE FEDERAL DE SÃO CARLOS,Institution,26,16,5,5,5,4,13,11,0,0,0,0,0,0,1,1,0,0,23,0,1
575,CHIYODA CORPORATION,Company,16,14,0,0,8,7,13,12,0,0,0,0,0,0,0,0,1,1,10,1,1
576,CENTRO DE GESTÃO DE TECNOLOGIA E INOVAÇÃO,Company,18,9,0,0,1,1,4,3,0,0,1,0,1,1,6,6,6,5,14,0,1
577,TERMOPERNAMBUCO SA,Company,9,5,0,0,2,1,4,4,0,0,0,0,0,0,1,1,1,1,5,0,1
580,PROJECTA ENGINEERING SRL,Company,5,3,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
582,INTERNATIONAL CONTROLS AND MEASUREMENTS CORPORATION,Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1
585,MEYN FOOD PROCESSING TECHNOLOGY BV,Institution,49,36,42,33,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
589,COPEL GERAÇÃO E TRANSMISSÃO SA,Company,19,6,0,0,2,1,2,0,0,0,0,0,4,3,11,3,7,4,1,0,1
595,NÚCLEO DE GENÉTICA MÉDICA DE MINAS GERAIS LTDA,Company,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
598,JURONG SHIPYARD PTE LTD,Company,8,4,0,0,8,4,0,0,0,0,3,2,0,0,0,0,0,0,1,1,1
607,OPTOPLAN AS,Company,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1
609,MUELLER FLEX INDÚSTRIA E COMÉRCIO DE PLÁSTICOS E CABOS LTDA,Company,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
619,CENTRO DE TECNOLOGIA MINERAL,Institution,30,7,2,1,8,5,13,4,0,0,2,0,0,0,1,0,0,0,7,0,1
622,GLODEA LIMITED LIABILITY COMPANY,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
629,IMPLEMENTOS AGRICOLAS,Company,22,17,17,15,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
632,NISHIKAWA RUBBER CO LTD,Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
636,BIOACTIVE BIOMATERIAIS LTDA,Company,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
637,AMAZÔNIA FITOMEDICAMENTOS LTDA,Company,6,1,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
647,META CONSULTORIA PARTICIPAÇÃO E SERVIÇOS LTDA,Company,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
649,PRIMABOR PRIMAVERA BORRACHAS LTDA,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
650,CENTRAIS ELÉTRICAS DO NORTE DO BRASIL SA,Company,50,26,1,0,17,14,1,0,0,0,0,0,6,5,7,5,8,4,8,0,1
656,BÖLLHOFF VERBINDUNGSTECHNIK GMBH,Company,10,9,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,1,1
663,PHARTRIALS PESQUISAS FARMACÊUTICAS LTDA,Company,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
671,HEAT TECH TECNOLOGIA EM TRATAMENTO TÉRMICO E ENGENHEIRA DE SUPERFICIE LTDA,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,COMERCIAL AUTOMOTIVA SA,Company,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
674,KEPLER WEBER INDUSTRIAL SA,Company,14,11,3,3,5,5,0,0,0,0,0,0,3,2,1,1,0,0,0,0,1
677,WERKE WÜHRMANN SOHN GMBH CO KG,Company,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
679,AICELLO CORPORATION,Institution,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
693,ISOTRON EIRELI,Company,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
695,TESCAN AS,Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
700,GLOBAL SERVICE CONTROLE TÉRMICO E MANUTENÇÃO REFRATÁRIA LTDA,Company,4,4,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,1
702,KNOWLEDGE DEVELOPMENT FOR POF SL,Company,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
705,INTERDIGITAL MADISON PATENT HOLDINGS,Company,114,52,0,0,0,0,0,0,0,0,0,0,0,0,13,13,41,41,1,1,1
709,MATER PESQUISA E DESENVOLVIMENTO TECNOLÓGICO LTDA,Company,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
710,COMPANHIA PAULISTA DE FORÇA E LUZ,Company,45,16,3,1,5,2,2,2,0,0,0,0,3,2,20,5,11,5,32,0,1
714,UNIVERSIDADE ESTADUAL PAULISTA,Institution,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
715,UNIVERSIDADE ESTADUAL DE MARINGÁ,Institution,129,57,34,19,31,18,30,19,0,0,3,2,2,1,11,4,4,3,24,0,1
725,AIRSHIP DO BRASIL LOGÍSTICA LTDA,Company,7,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
727,OBSERVATÓRIO NACIONAL,Company,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
738,KAEFER ISOLIERTECHNIK GMBH CO KG,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
743,KABUSHIKI KAISHA KOBE SEIKO SHO,Company,11,5,0,0,4,3,3,1,0,0,0,0,2,1,0,0,0,0,0,1,1
750,SNELL LIMITED,Institution,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
756,HITACHI KOKUSAI ELECTRIC INC,Company,22,21,0,0,1,1,0,0,0,0,0,0,1,1,0,0,19,18,3,1,1
776,ULRICH GMBH CO KG,Company,19,13,14,11,0,0,0,0,0,0,0,0,4,4,3,2,0,0,12,1,1
780,AIR PRODUCTS AND CHEMICALS INC,Company,104,77,3,1,29,22,31,22,0,0,0,0,46,37,15,12,1,0,14,1,1
784,SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL,Institution,168,48,39,14,34,15,33,10,8,4,6,2,15,1,29,12,6,2,88,0,1
793,KRYPTUS SEGURANÇA DA INFORMAÇÃO LTDA,Institution,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1
798,DRAVA METAIS LTDA,Company,3,2,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1
801,STARA SA INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,Company,83,34,62,29,14,6,0,0,0,0,0,0,4,2,4,2,4,1,1,0,1
803,ARTFIX PRESTAÇÃO DE SERVIÇOS DE ADESIVAGEM LTDA,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
804,KMC EXIM CORP,Company,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
806,MAGNETI MARELLI S P A,Company,6,5,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,0,1,1,1
814,TRISOFT TÊXTIL LTDA,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
815,AMSTED RAIL COMPANY INC,Company,78,55,0,0,57,39,0,0,0,0,1,1,22,15,9,7,0,0,5,1,1
823,BUFFALO MOTORES ACOPLADOS LTDA,Company,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
827,ASSOCIAÇÃO DE ENSINO DE RIBEIRÃO PRETO,Institution,5,3,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1
834,UNIVERSIDADE FEDERAL DE SERGIPE,Institution,180,20,92,11,15,1,42,5,0,0,2,0,4,0,10,4,2,0,32,0,1
835,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,Institution,30,2,18,0,1,0,4,0,0,0,0,0,0,0,2,0,2,1,18,0,1
836,CERÂMICA URUSSANGA SA,Company,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
841,INTERNATIONAL FLAVORS FRAGRANCES INC,Company,92,49,61,33,12,6,42,27,1,1,0,0,1,0,1,0,0,0,6,1,1
845,DRÄGER MEDICAL GMBH,Company,7,6,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1
848,VERTICAL BIO AG,Company,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
854,INSTITUTO PRESBITERIANO MACKENZIE,Institution,15,7,2,2,3,0,3,0,2,0,1,0,1,0,4,3,2,2,7,0,1
859,WAIKA COMÉRCIO DE EQUIPAMENTOS DE SISTEMAS ELETRONICOS LTDA ME,Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
863,CARMETAL INDUSTRIA E COMERCIO DE IMPL RODOVIDARIOS LTDA,Company,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
865,GERTEC BRASIL LTDA,Company,11,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,1,0,1
870,SUMITOMO CHEMICAL CO LTD,Company,9,5,6,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,1,1
873,TATA CONSULTANCY SERVICES LIMITED,Company,65,23,7,3,3,2,2,1,0,0,0,0,0,0,55,21,5,4,0,1,1
877,OERLIKON METCO AG WOHLEN,Company,5,4,0,0,3,3,4,4,0,0,0,0,1,1,0,0,0,0,0,1,1
878,STICHTING WAGENINGEN RESEARCH,Company,13,7,5,2,0,0,8,4,1,1,0,0,1,1,1,0,0,0,4,1,1
883,CATAMOEDA PESQUISA E DESENVOLVIMENTO DE MÁQUINAS LTDA,Company,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
886,BEMIS COMPANY INC,Company,35,24,5,5,26,21,4,4,0,0,0,0,1,1,1,1,0,0,2,1,1
898,INNOVATION FIRST INC,Company,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
912,SAKURA FINETEK USA INC,Company,23,17,3,3,7,4,1,1,0,0,0,0,0,0,16,12,0,0,1,1,1
915,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Institution,74,18,28,8,9,3,20,8,1,0,0,0,1,1,6,3,0,0,16,0,1
916,TECVAN INFORMÁTICA LTDA,Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
