holder_id,nome,tipo,depositadas,concedidas,A_depositadas,A_concedidas,B_depositadas,B_concedidas,C_depositadas,C_concedidas,D_depositadas,D_concedidas,E_depositadas,E_concedidas,F_depositadas,F_concedidas,G_depositadas,G_concedidas,H_depositadas,H_concedidas,num_colaboradores,is_foreign,cluster
620,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Institution,338,146,112,57,53,32,132,74,1,1,4,2,7,4,27,14,9,3,94,0,0
697,LG ELECTRONICS INC,Company,395,248,8,8,1,1,1,1,70,67,0,0,41,40,14,12,205,125,32,1,0
962,EVONIK OPERATIONS GMBH,Company,484,241,126,64,69,41,329,179,8,4,2,2,10,9,16,4,16,1,12,1,0
1160,EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA,Company,188,110,81,54,19,15,86,49,5,1,1,1,3,3,19,16,2,1,93,0,0
1193,ROBERT BOSCH GMBH,Person,500,260,38,2,137,95,7,3,0,0,1,0,145,100,73,35,67,47,46,1,0
1228,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,Institution,266,108,61,24,46,14,63,20,4,1,6,3,13,10,55,36,23,8,45,0,0
1427,UNIVERSIDADE FEDERAL DE PERNAMBUCO,Institution,368,45,154,17,44,7,97,13,0,0,1,0,5,4,44,5,21,5,64,0,0
1442,JFE STEEL CORPORATION,Company,550,399,1,0,127,97,389,310,0,0,4,3,53,34,60,29,60,54,20,1,0
1677,WHIRLPOOL SA,Company,178,141,12,12,14,12,6,4,54,50,4,4,71,63,9,7,17,13,19,0,0
1960,LG CHEM LTD,Company,260,170,50,18,23,15,136,75,1,1,0,0,7,5,7,6,76,76,58,1,0
2469,UNIVERSIDADE FEDERAL DA PARAIBA,Institution,492,46,234,19,45,4,123,9,4,1,1,0,12,1,40,11,9,3,37,0,0
3311,PACKARD DEVELOPMENT COMPANY LP,Company,415,235,1,0,198,131,23,20,2,1,0,0,4,3,140,93,35,23,38,1,0
5134,SAMSUNG ELECTRONICS CO LTD,Company,536,347,10,8,2,1,3,2,11,11,1,1,18,15,153,100,306,232,104,1,0
5829,FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE SÃO PAULO,Institution,174,121,66,65,15,13,54,53,2,2,0,0,0,0,29,28,6,5,95,0,0
6014,BASF CORPORATION,Company,301,116,24,11,188,77,60,30,4,3,0,0,105,32,3,0,1,1,20,1,0
6580,M INNOVATIVE PROPERTIES COMPANY,Company,794,324,248,131,213,90,177,93,28,16,22,12,21,5,89,28,59,23,61,1,0
9272,DOW GLOBAL TECHNOLOGIES INC,Company,196,119,12,9,42,27,139,98,4,3,5,1,1,0,5,3,10,3,83,1,0
10102,INTEL CORPORATION,Company,410,189,1,0,5,2,3,2,0,0,1,1,0,0,148,69,199,113,10,1,0
10348,ECOLAB USA INC,Person,368,263,57,46,80,72,179,135,31,24,8,4,12,10,44,36,3,2,23,1,0
12231,CARGILL INCORPORATED,Company,245,90,140,51,15,11,129,56,4,3,5,2,0,0,5,2,2,1,12,1,0
12581,ALCON INC,Company,224,150,173,131,11,8,14,12,0,0,0,0,7,5,49,39,0,0,20,1,0
13060,SHELL INTERNATIONALE RESEARCH MAATSCHAPPIJ BV,Company,515,341,5,3,136,102,286,205,3,2,69,51,48,37,37,20,5,0,43,1,0
13734,LOREAL,Company,711,474,577,420,21,16,51,38,1,1,3,3,0,0,5,3,1,1,78,1,0
14323,CJ CHEILJEDANG CORPORATION,Company,299,208,55,35,14,11,223,165,0,0,0,0,2,1,0,0,0,0,6,1,0
14606,NALCO COMPANY,Person,157,130,6,6,28,28,87,81,27,27,3,2,4,4,22,21,0,0,5,1,0
16355,DSM IP ASSETS BV,Company,607,282,259,122,35,28,272,144,28,20,2,2,22,18,9,1,2,2,55,1,0
16482,ARKEMA FRANCE,Company,263,159,7,4,64,49,196,133,10,6,5,5,17,13,3,3,6,2,20,1,0
17099,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,Institution,124,59,43,19,16,10,73,40,5,3,0,0,4,4,13,8,4,1,153,1,0
17414,GOBAIN GLASS FRANCE,Company,595,280,4,4,257,131,205,116,0,0,40,17,23,17,91,33,84,58,13,1,0
17741,VALMET AB,Company,65,42,0,0,22,14,12,9,55,36,0,0,5,4,1,1,0,0,2,1,0
19604,JOHNSON JOHNSON CONSUMER INC,Company,205,102,161,87,15,9,15,6,4,4,0,0,0,0,16,4,1,1,29,1,0
20200,PALMOLIVE COMPANY,Company,420,225,298,180,12,5,55,35,2,1,0,0,0,0,11,4,2,2,31,1,0
23919,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,Institution,320,88,168,44,17,5,186,41,0,0,1,0,0,0,36,15,7,6,241,1,0
25067,KEMIRA OYJ,Company,166,94,6,3,17,9,68,32,85,53,4,1,0,0,20,8,1,0,6,1,0
25374,TETRA LAVAL HOLDINGS FINANCE SA,Company,247,150,28,18,187,123,13,7,6,4,0,0,3,3,21,10,16,12,4,1,0
26587,BOEHRINGER INGELHEIM INTERNATIONAL GMBH,Company,287,104,206,90,12,11,147,52,0,0,0,0,0,0,9,7,0,0,69,1,0
26665,MONSANTO TECHNOLOGY LLC,Person,336,174,187,106,20,15,151,91,1,0,0,0,7,6,22,13,0,0,21,1,0
28625,BREMSE SYSTEME FÜR NUTZFAHRZEUGE GMBH,Company,285,155,0,0,145,84,1,1,0,0,0,0,121,74,21,12,17,7,8,1,0
28978,NOVOZYMES AS,Company,257,101,65,30,1,0,176,76,17,10,0,0,0,0,1,0,0,0,19,1,0
29352,THE PROCTER GAMBLE COMPANY,Company,571,236,330,156,88,46,115,60,22,13,0,0,1,1,15,2,2,1,43,1,0
32509,GENENTECH INC,Institution,410,106,204,67,8,2,224,81,0,0,0,0,2,1,44,9,0,0,68,1,0
36674,BAYER CROPSCIENCE AKTIENGESELLSCHAFT,Company,277,144,168,81,4,2,165,89,0,0,0,0,0,0,0,0,0,0,12,1,0
46877,ETHICON LLC,Company,794,525,695,495,11,7,4,4,4,4,0,0,0,0,66,10,55,29,51,1,0
48954,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE,Institution,301,130,112,49,24,13,170,82,2,1,2,1,7,7,38,18,14,6,328,1,0
61582,LA ROCHE AG,Company,861,291,460,169,25,8,533,186,0,0,0,0,3,2,165,52,3,0,128,1,0
67472,ELECTROLUX APPLIANCES AKTIEBOLAG,Company,223,113,42,15,10,7,2,1,22,16,3,3,105,56,6,2,68,36,27,1,0
78782,GESELLSCHAFT ZUR FÖRDERUNG DER ANGEWANDTEN FORSCHUNG EV,Company,441,301,16,9,8,5,29,13,0,0,0,0,5,4,260,203,155,91,21,1,0
79188,NOVARTIS AG,Company,726,257,494,204,4,4,354,148,0,0,0,0,2,0,18,8,1,0,192,1,0
79231,SYNGENTA PARTICIPATIONS AG,Company,346,172,196,124,2,2,185,113,0,0,1,0,0,0,9,4,0,0,34,1,0
79258,STORA ENSO OYJ,Company,173,108,8,6,77,43,80,48,112,75,1,0,0,0,5,3,5,4,11,1,0
79375,BOREALIS AG,Company,402,290,3,3,62,43,335,253,18,12,1,1,13,11,1,0,60,43,50,1,0
79409,UNILEVER NV,Company,530,323,278,187,60,44,151,91,33,12,0,0,2,2,21,7,0,0,48,1,0
79417,BAYER INTELLECTUAL PROPERTY GMBH,Company,326,196,164,151,3,3,140,120,0,0,0,0,0,0,3,2,1,0,17,1,0
79434,KONINKLIJKE PHILIPS NV,Company,1232,568,443,227,148,88,31,11,20,19,5,0,39,22,372,184,274,129,103,1,0
79444,TELEFONAKTIEBOLAGET LM ERICSSON PUBL,Person,1281,513,2,2,3,1,3,1,0,0,1,1,1,0,91,53,1112,457,3,1,0
79480,RHODIA OPERATIONS,Company,268,153,70,40,26,18,164,115,6,6,2,2,0,0,1,0,0,0,97,1,0
79506,ASTRAZENECA AB,Company,245,112,190,91,5,1,152,80,0,0,0,0,1,1,3,2,0,0,88,1,0
79547,MICROSOFT TECHNOLOGY LICENSING LLC,Company,745,427,14,10,4,2,1,0,0,0,1,1,3,3,468,316,204,148,12,1,0
79552,BECTON DICKINSON AND COMPANY,Company,715,430,604,356,70,59,25,19,0,0,0,0,11,5,61,43,3,2,64,1,0
79692,JANSSEN PHARMACEUTICA NV,Company,302,115,225,94,3,2,200,85,0,0,0,0,0,0,14,3,0,0,61,1,0
79920,PIRELLI TYRE SPA,Company,370,313,0,0,307,258,44,37,11,6,0,0,3,3,58,52,2,2,13,1,0
80174,MERCK PATENT GMBH,Company,226,91,154,63,10,5,132,59,0,0,1,1,1,0,9,3,4,2,95,1,0
80315,CLARK WORLDWIDE INC,Company,862,671,538,447,216,173,90,73,153,117,2,2,8,8,49,34,5,2,63,1,0
80394,SOLENIS TECHNOLOGIES CAYMAN LP,Company,93,64,6,6,15,8,57,39,42,34,0,0,0,0,7,5,0,0,3,1,0
80986,PHILIP MORRIS PRODUCTS SA,Person,983,486,842,407,116,78,18,7,7,4,0,0,8,4,24,9,65,30,18,1,0
81123,ESSILOR INTERNATIONAL,Institution,385,256,59,27,104,78,38,28,1,0,1,0,0,0,264,183,1,0,20,1,0
81137,REGENERON PHARMACEUTICALS INC,Company,374,82,201,49,11,2,229,62,0,0,0,0,1,0,67,5,2,0,13,1,0
81270,EI DU PONT DE NEMOURS AND COMPANY,Company,205,110,50,28,29,20,117,65,23,19,0,0,8,7,1,1,5,4,54,1,0
81468,BASELL POLIOLEFINE ITALIA SRL,Company,189,161,0,0,48,43,165,143,4,4,2,1,9,9,0,0,0,0,8,1,0
81649,COMPAGNIE GÉNÉRALE DES ETABLISSEMENTS MICHELIN,Company,435,270,1,0,336,225,69,47,6,5,0,0,1,1,19,16,1,1,21,1,0
81654,OMYA INTERNATIONAL AG,Company,198,119,36,17,35,22,133,88,40,30,1,0,0,0,1,0,0,0,3,1,0
81850,SOCIETE DES PRODUITS NESTLE SA,Company,700,273,509,228,91,42,41,11,3,0,0,0,5,4,36,15,2,1,30,1,0
82049,MYERS SQUIBB COMPANY,Company,270,46,225,38,1,1,214,39,0,0,0,0,0,0,13,2,0,0,22,1,0
82053,DOLBY INTERNATIONAL AB,Company,279,210,2,0,0,0,0,0,0,0,0,0,0,0,177,146,105,82,42,1,0
82156,UNILEVER IP HOLDINGS BV,Company,815,470,438,257,74,49,309,185,20,10,1,0,6,1,13,9,0,0,113,1,0
82587,MERCK SHARP DOHME CORP,Company,193,88,152,72,0,0,119,56,0,0,0,0,0,0,4,0,1,0,135,1,0
82909,TAKEDA PHARMACEUTICAL COMPANY LIMITED,Company,214,95,148,71,4,2,131,64,0,0,0,0,0,0,9,3,0,0,62,1,0
83273,TORAY INDUSTRIES INC,Company,282,130,89,47,52,25,156,83,25,9,1,1,0,0,16,8,6,6,70,1,0
83854,JOHNSON MATTHEY PUBLIC LIMITED COMPANY,Company,285,136,8,0,168,91,66,24,0,0,9,6,99,49,19,15,6,4,47,1,0
87687,ELI LILLY AND COMPANY,Company,245,66,199,58,1,0,182,49,0,0,0,0,0,0,9,2,0,0,24,1,0
88250,DAIICHI SANKYO COMPANY LIMITED,Company,167,64,132,49,2,2,112,45,0,0,0,0,0,0,4,1,0,0,127,1,0
88393,ESSITY HYGIENE AND HEALTH AKTIEBOLAG,Company,228,179,188,155,43,35,3,1,16,12,2,0,1,1,21,15,5,5,27,1,0
88610,AMGEN INC,Company,248,77,145,51,5,1,160,56,0,0,0,0,2,1,24,4,0,0,37,1,0
92015,GIVAUDAN SA,Person,203,113,121,71,12,5,105,58,0,0,1,1,0,0,2,0,0,0,120,1,0
93871,PFIZER INC,Company,279,70,216,56,3,0,182,55,0,0,0,0,2,0,6,2,0,0,50,1,0
140083,BAYER AKTIENGESELLSCHAFT,Company,386,74,298,47,21,5,246,43,0,0,4,3,3,0,16,6,1,1,23,1,0
149569,ARCELORMITTAL,Company,340,256,2,1,115,94,224,177,0,0,8,7,22,15,17,11,9,6,27,1,0
167805,SAFRAN AIRCRAFT ENGINES,Company,213,184,0,0,73,60,19,15,4,2,0,0,143,125,26,19,3,2,24,1,0
350276,JOHNSON JOHNSON,Company,197,155,148,145,1,1,12,12,0,0,0,0,1,1,15,15,0,0,56,1,0
