holder_id,nome,tipo,depositadas,concedidas,A_depositadas,A_concedidas,B_depositadas,B_concedidas,C_depositadas,C_concedidas,D_depositadas,D_concedidas,E_depositadas,E_concedidas,F_depositadas,F_concedidas,G_depositadas,G_concedidas,H_depositadas,H_concedidas,num_colaboradores,is_foreign,cluster
350,ANTONIO JOSÉ DE OLIVEIRA COSTA,Person,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
394,EDISON RICARDO VICENTIM,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
402,EVILÁSIO PONTES DE MELO,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
407,DALLAS REX JAMES,Person,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
469,SILVIA DE ALMEIDA ZIMBRES,Person,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
475,FABIO FERRER CHAVERNAC,Person,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
477,PAULO SERGIO BERVIAN,Person,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
499,ESTYVERSON FERNANDO GIACOMINI,Person,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
566,ORLI BERNARDES,Person,5,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
567,BALBINA LORENZATTO BERNARDES,Person,4,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
594,RAFAEL MORIMOTO,Person,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
596,EMICOL ELETRO ELETRÔNICA SA,Person,13,4,0,0,1,0,0,0,3,1,0,0,7,3,1,0,4,1,5,0,2
611,FLOPAL FLORESTADORA PALMARES LTDA,Person,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
621,ALEXANDRE GALLO LOPES,Person,19,17,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
648,LUCIANO PESCE,Person,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
660,BAUER MASCHINEN GMBH,Person,10,7,0,0,1,1,0,0,0,0,8,6,0,0,0,0,0,0,0,1,2
664,VENCIO STIVAL MÉDICOS ASSOCIADOS SS LTDA EPP,Person,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
696,MORGANA GAMA CRUZ,Person,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
730,RONALDO JUNIOR RODRIGUES,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
739,EDISON LUIZ SIMON,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
740,ILSON ROMANELLI,Person,6,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,2
741,JAIRO PIRES BOSSO,Person,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
742,MARCO CESAR BASSI,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
746,WLIC SARL,Person,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,12,1,2
763,FUNDAÇÃO OSWALDO CRUZ,Person,113,48,66,36,7,4,71,32,1,1,0,0,1,0,32,14,0,0,74,0,2
778,KARLA CRISTIANE BASTOS MELLO,Person,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
779,WENDELL COSTA RIGUETTI,Person,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
785,MARIO BENASSI,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
797,MARCO AURÉLIO TAVARES BASTOS,Person,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
813,LUIZ ARMANDO CARNEIRO,Person,11,9,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
818,DIOGO ALTERO JUNIOR,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
819,RICARDO LERA GOMES,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
837,LILIAN MACHADO MOYA MAKISHI,Person,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2
838,CARLOS MARCUS GOMES DA SILVA CRUZ,Person,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2
839,LENICE RAQUEL DE CESARO,Person,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2
840,FABIANA CRISTINA MAZETTO DOS SANTOS,Person,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2
853,MATEUS MARRAFON NICOLOSI,Person,6,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
857,TAI TECNOLOGIA EM AUTOMAÇÃO INTELIGENTE LTDA ME,Person,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
860,ROBKA ENGENHARIA E CONSULTORIA ELÉTRICA LTDA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
946,MÁRIO GONÇALVES DOS REIS,Person,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
947,LUCAS MÖLLER,Person,4,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
948,RADIOESTRADA COMUNICAÇÕES LTDA,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2
950,SAULO ANDRÉ DE ANDRADE LIMA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
951,FUNDAÇÃO SÃO FRANCISCO XAVIER,Person,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
955,FABRÍCIO MIRANDA DE MAGALHÃES,Person,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
956,OMAR VIDAL NOHMI,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
960,MAKITA CORPORATION,Person,34,29,1,1,24,21,0,0,0,0,0,0,4,4,0,0,4,3,11,1,2
985,ASSOCIAÇÃO PARANAENSE DE CULTURA,Person,122,55,35,21,10,4,6,2,1,0,2,1,23,10,24,17,6,2,8,0,2
1003,VETCO GRAY LLC,Person,9,6,0,0,0,0,0,0,0,0,4,4,5,4,0,0,1,0,3,1,2
1007,HAIFA CHEMICAL LTD,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1014,ALTEMIR RICARDO MARAFON,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1018,VELTEC SOLUÇÕES TECNOLÓGICAS LTDA,Person,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1019,SUELI COUTINHO NOGUEIRA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1022,JORGE GABRIELLI ZACHARIAS CALIXTO,Person,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2
1023,GOSHI GIKEN CO LTD,Person,2,2,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
1045,JUAN MIGUEL MESA PÉREZ,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1047,ALAIN CHRISTIAN FERNAND FAGOT,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1059,CORN PRODUCTS DEVELOPMENT INC,Person,55,25,33,13,3,2,20,12,2,1,0,0,0,0,1,1,0,0,33,1,2
1062,NCR CORPORATION,Person,37,28,1,1,7,7,0,0,0,0,1,0,0,0,21,19,3,3,1,1,2
1081,ANTONIO BORNELLI FILHO,Person,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1082,FRANCISCO JOSÉ DE QUEIROZ ORLANDA,Person,4,3,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1084,SOCIEDADE UNIFICADA DE ENSINO AUGUSTO MOTTA,Person,9,0,2,0,3,0,1,0,0,0,1,0,2,0,1,0,0,0,7,0,2
1113,GICÉLIO CUSTÓDIO DE TOLEDO JUNIOR,Person,7,2,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1129,GEMINO SRL,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1134,SIME DARBY MALAYSIA BERHAD,Person,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1144,RIO GRANDE ENERGIA SA,Person,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,2
1145,INSTITUTO ALBERTO LUIZ COIMBRA DE PÓS,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
1169,OSNIR YOSHIME WATANABE,Person,12,9,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1197,INSTITUTO DE ESTUDOS AVANÇADOS IEAV,Person,7,5,0,0,1,1,3,3,0,0,0,0,0,0,1,1,0,0,5,0,2
1201,CONCEIÇÃO APARECIDO BERTANHA,Person,5,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1205,FABIO MATOZINHO DE OLIVEIRA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1206,CARLOS FILIPE DIAS BAIÃO,Person,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1230,FLÁVIA STRENGER GARCIA CID,Person,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
1231,RAFAEL DAHNE STRENGER,Person,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2
1263,DIONI GONÇALVES MANFLIN,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1264,CELSO ROTA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1265,FLAVIO PAVAN,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1266,ÁLVARO PAVAN FILHO,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
1269,ROMA JENSEN COMÉRCIO E INDÚSTRIA LTDA,Person,70,43,39,35,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1276,FRANCISCO GERALDO DA ROCHA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1278,ONERA OFFICE NATIONAL DETUDES ET DE RECHERCHES AEROSPATIALES,Person,3,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2
1284,PAULO SERGIO ZAIDAN MALUF,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1288,GRACI DE FÁTIMA RODRIGUES DOS SANTOS,Person,3,3,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,0,0,2
1294,WALTER SZORTIKA TESSMANN,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1301,DOWN AGROSCIENCES LLC,Person,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1304,RENAN GERALDO ALMEIDA GOULART,Person,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1305,KAREN LUCENA TRENTINI,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1322,MARCELO ARTHUR MENDES WAECHTER,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1344,SAMARCO MINERAÇÃO SA,Person,12,7,1,0,5,4,3,1,2,1,3,2,2,2,0,0,0,0,3,0,2
1361,TAKASHI NISHIMURA,Person,21,14,13,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1375,KOBRA INDUSTRIA E TECNOLOGIA LTDA EPP,Person,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1388,JOSÉ EDUARDO DOMINGUES,Person,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1396,GENARAL ELECTRC COMPANY,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1401,WADIH ANTÔNIO GARIOS,Person,13,7,0,0,4,4,2,2,0,0,4,4,3,2,1,1,0,0,2,0,2
1422,JOAO CARLOS AGUIAR,Person,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2
1430,ÉRIKA VANESSA ROSSIT,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
1431,SAMIR MOHSEN ASTASSIE,Person,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2
1441,VERÔNICA BAPTISTA FRISON,Person,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1455,FLÁVIO LOURENÇO BORBA,Person,11,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1456,UNIVERSIDADE FEDERAL DE ITAJUBÁ,Person,124,22,22,5,27,2,28,3,1,0,10,2,17,7,23,4,9,2,17,0,2
1457,ESCOLA FEDERAL DE ENGENHARIA DE ITAJUBÁ,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1461,SULZER MIXPAC AG,Person,35,21,8,3,27,18,0,0,0,0,0,0,2,1,2,0,0,0,1,1,2
1469,BYRON RAÚL LÓPEZ ROBAYO,Person,3,2,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,1,2
1520,JOAQUIM LUIZ CARATTI,Person,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1530,BEHR PROCESS CORPORATION,Person,12,5,2,2,1,1,3,3,0,0,0,0,0,0,5,0,0,0,1,1,2
1564,KLINGELNBERG AG,Person,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1568,DUGONI SCRL,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1569,PAOLA GIOACHINI,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1596,IVANI DE PAULO CARNEIRO,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1605,JOSÉ EDUARDO DE AGUILAR SIQUEIRA DO NASCIMENTO,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1606,ANTONIO JOSE MIDEA,Person,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
1607,JOÃO SAMPAIO DE ALMEIDA PRADO,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1608,ANTONIO MOACYR CRUZ MACHADO DAVILA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1609,L`OREAL,Person,10,9,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1610,KLEIN IBERICA SA,Person,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,2
1629,SISNAC PRODUTOS PARA SAUDE LTDA,Person,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1632,FRANCISCO MARIA AYALA BARRETO,Person,3,3,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,2
1653,FUNDAÇÃO BUTANTAN,Person,28,20,21,17,0,0,18,15,0,0,0,0,0,0,5,3,0,0,8,0,2
1656,DR ING HCF PORSCHE AKTIENGESELLSCHAFT,Person,5,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2
1665,DORIVAL DE SOUZA GOES,Person,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1682,FLÁVIO FERNANDES SISTI,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1683,ALCIDES DE OLIVEIRA MACHADO,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1700,TREXEL INC,Person,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
1705,MUSEU PARAENSE EMÍLIO GOELDI,Person,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
1717,GILSON RUON,Person,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1721,VALTER FLÁVIO SCALCO,Person,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
204,ALEXANDRE LUQUE,Person,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2
1730,CORRADA SPA,Person,7,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,2,0,1,2
1766,CARINE RISSI,Person,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2
1767,VITORINO RISSI,Person,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2
1775,POCHET DU COURVAL,Person,8,6,0,0,2,1,8,6,0,0,0,0,0,0,0,0,0,0,0,1,2
1781,ALEX WILLIAM BICHARA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1806,EVERALDO LUIZ GROTHE,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1807,DRAKA COMTEQ BV,Person,56,55,0,0,2,2,33,32,0,0,0,0,0,0,22,22,8,8,6,1,2
1851,MAHLE METAL LEVE SA,Person,68,36,0,0,14,7,17,12,2,0,0,0,45,32,0,0,0,0,23,0,2
1863,CATARINA LEDI DE CAMPOS,Person,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1878,ROGÉRIO FERREIRA DA SILVA,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1879,CÉLIO DE JESUS ROCHA,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1887,ALFREDO PORTELLA MARQUES,Person,14,10,8,7,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2
1889,HU LIANG,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
1892,BHIO SUPPLY INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS MÉDICOS LTDA,Person,13,7,13,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,2
1907,EDUARDO MARTINS RIBEIRO,Person,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1913,SMS MEER GMBH,Person,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1949,HEBER VIEIRA DE OLIVEIRA,Person,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1989,MANFRED VÖLKER,Person,3,2,1,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,2
1991,FABRICIO ALLAN NIMER MAHMMOUD,Person,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
1994,JEFFREY SCOTT SAUER,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2020,CRAMARO BRASIL IMPLEMENTOS INDUSTRIAIS E RODOVIÁRIOS LTDA,Person,5,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2071,SONIA MARIA DE ALMEIDA MOREIRA,Person,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2079,MACDON INDUSTRIES LTD,Person,32,16,24,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2
2080,KONDEX CORPORATION,Person,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
2085,LAIR LIQUIDE SOCIÉTÉ ANONYME POUR LETUDE ET LEXPLOITATION DES PROCEDES GEORGES CLAUDE,Person,117,50,12,5,26,12,34,17,2,1,0,0,43,29,7,1,2,2,15,1,2
2099,WIRKLICH INDÚSTRIA DE PLÁSTICOS LTDA,Person,7,3,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,2
2103,JOSÉ CELSO RIBAS,Person,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2110,ADREVANDO CLEBER DE LIMA,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2111,LEANDRO CARDOSO PIVA,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2141,AYRES ANTONIO PAES DE OLIVEIRA,Person,7,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,3,0,2
2147,APARECIDO SIRLEY NICOLETT,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2
2148,ARTUR AUGUSTO MARTINS,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2
2149,GISELE BRAGA GONÇALVES ALVES,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2
2150,RAFAEL MONTEIRO,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2
2151,RICARDO SOUZA FIGUEIREDO,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2
2152,ROSANA NUNES DOS SANTOS,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2
2153,SIDNEI PEREIRA,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,2
2157,OLIVEIRA INSTRUMENTAÇÃO ÓPTICA,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2
2168,GUSTAVO SENNA CHELLES,Person,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2169,MIRIAM ROMY HAYASHI,Person,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2191,CLÁUDIO DEZIDÉRIO,Person,6,3,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,2
2192,EUZEBIO VIEIRA SALLES,Person,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2212,EDITORA TERRA MOLHADA LTDA,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2213,AULUS CAVALIERI CARCIOFI,Person,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2215,IVECO SPA,Person,52,38,1,1,44,30,0,0,0,0,3,3,8,6,5,4,3,3,3,1,2
2240,LUMAR METALS LTDA,Person,8,4,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,2
2250,JOÃO BATISTA LIMA,Person,9,6,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2267,BRAZ DANIEL DUARTE,Person,7,5,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
2271,LEANDRO CARDOSO DE VASCONCELOS,Person,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2274,SOCIETE INDUSTRIELLE DE CONSTRUCTION D APPAREILS ET DE MATERIEL ELECTRIQUES,Person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2
2282,REGINA BEATRIZ ZAGO,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2291,ALBERT EINSTEIN COLLEGE OF MEDICINE OF YESHIVA UNIVERSITY,Person,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,1,2
2314,TANIA DE CONTI,Person,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2351,WEYERHAEUSER NR COMPANY,Person,22,15,2,1,2,2,5,4,8,8,0,0,0,0,1,0,0,0,60,1,2
2367,VARIXX INDUSTRIA ELETRÔNICA LTDA,Person,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,2
2371,INAPEL EMBALAGENS LTDA,Person,4,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2388,SCHNEIDER TOSHIBA INVERTER EUROPE SAS,Person,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,1,2
2391,BELL HELICOPTER TEXTRON INC,Person,11,6,1,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2
2405,ITP SA,Person,5,4,0,0,0,0,0,0,0,0,1,1,4,3,0,0,1,1,0,1,2
2407,JOSE ROQUE ARAUJO DE SOUZA,Person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
